CountryName,Year,Sex,Cause,NCD_Category,Total_Deaths,Age_Group,Deaths,Age_Range
Qatar,2019,Female,C20,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2019,Female,C22,Cancer,16.0,Age Group 1,8.0,0-14
Qatar,2019,Female,C25,Cancer,28.0,Age Group 1,14.0,0-14
Qatar,2019,Female,E10,Diabetes,2.0,Age Group 1,1.0,0-14
Qatar,2019,Female,E11,Diabetes,70.0,Age Group 1,35.0,0-14
Qatar,2019,Female,E14,Diabetes,24.0,Age Group 1,12.0,0-14
Qatar,2019,Female,I10,Hypertension,6.0,Age Group 1,3.0,0-14
Qatar,2019,Female,I11,Hypertension,16.0,Age Group 1,8.0,0-14
Qatar,2019,Female,I12,Hypertension,6.0,Age Group 1,3.0,0-14
Qatar,2019,Female,I13,Hypertension,38.0,Age Group 1,19.0,0-14
Qatar,2019,Female,I15,Hypertension,2.0,Age Group 1,1.0,0-14
Qatar,2019,Female,I21,Heart Disease,22.0,Age Group 1,11.0,0-14
Qatar,2019,Female,I25,Heart Disease,22.0,Age Group 1,11.0,0-14
Qatar,2019,Female,I60,Stroke,8.0,Age Group 1,4.0,0-14
Qatar,2019,Female,I61,Stroke,12.0,Age Group 1,6.0,0-14
Qatar,2019,Female,I62,Stroke,4.0,Age Group 1,2.0,0-14
Qatar,2019,Female,I64,Stroke,18.0,Age Group 1,9.0,0-14
Qatar,2019,Female,I67,Stroke,4.0,Age Group 1,2.0,0-14
Qatar,2020,Male,C01,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,C02,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,C06,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2020,Male,C08,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,C11,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2020,Male,C13,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,C15,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,C16,Cancer,36.0,Age Group 1,18.0,0-14
Qatar,2020,Male,C17,Cancer,6.0,Age Group 1,3.0,0-14
Qatar,2020,Male,C18,Cancer,36.0,Age Group 1,18.0,0-14
Qatar,2020,Male,C19,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,C20,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2020,Male,C22,Cancer,50.0,Age Group 1,25.0,0-14
Qatar,2020,Male,C23,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2020,Male,C25,Cancer,40.0,Age Group 1,20.0,0-14
Qatar,2020,Male,C26,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,E10,Diabetes,4.0,Age Group 1,2.0,0-14
Qatar,2020,Male,E11,Diabetes,66.0,Age Group 1,33.0,0-14
Qatar,2020,Male,E13,Diabetes,58.0,Age Group 1,29.0,0-14
Qatar,2020,Male,E14,Diabetes,44.0,Age Group 1,22.0,0-14
Qatar,2020,Male,I10,Hypertension,52.0,Age Group 1,26.0,0-14
Qatar,2020,Male,I11,Hypertension,12.0,Age Group 1,6.0,0-14
Qatar,2020,Male,I12,Hypertension,56.0,Age Group 1,28.0,0-14
Qatar,2020,Male,I13,Hypertension,2.0,Age Group 1,1.0,0-14
Qatar,2020,Male,I15,Hypertension,4.0,Age Group 1,2.0,0-14
Qatar,2020,Male,I21,Heart Disease,130.0,Age Group 1,65.0,0-14
Qatar,2020,Male,I22,Heart Disease,10.0,Age Group 1,5.0,0-14
Qatar,2020,Male,I24,Heart Disease,66.0,Age Group 1,33.0,0-14
Qatar,2020,Male,I25,Heart Disease,150.0,Age Group 1,75.0,0-14
Qatar,2020,Male,I60,Stroke,22.0,Age Group 1,11.0,0-14
Qatar,2020,Male,I61,Stroke,18.0,Age Group 1,9.0,0-14
Qatar,2020,Male,I63,Stroke,8.0,Age Group 1,4.0,0-14
Qatar,2020,Male,I64,Stroke,66.0,Age Group 1,33.0,0-14
Qatar,2020,Male,I67,Stroke,8.0,Age Group 1,4.0,0-14
Qatar,2020,Male,I69,Stroke,10.0,Age Group 1,5.0,0-14
Qatar,2020,Female,C07,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,C15,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,C16,Cancer,26.0,Age Group 1,13.0,0-14
Qatar,2020,Female,C18,Cancer,26.0,Age Group 1,13.0,0-14
Qatar,2020,Female,C19,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,C20,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2020,Female,C22,Cancer,12.0,Age Group 1,6.0,0-14
Qatar,2020,Female,C23,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,C25,Cancer,20.0,Age Group 1,10.0,0-14
Qatar,2020,Female,C30,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,E11,Diabetes,22.0,Age Group 1,11.0,0-14
Qatar,2020,Female,E13,Diabetes,46.0,Age Group 1,23.0,0-14
Qatar,2020,Female,E14,Diabetes,36.0,Age Group 1,18.0,0-14
Qatar,2020,Female,I10,Hypertension,36.0,Age Group 1,18.0,0-14
Qatar,2020,Female,I11,Hypertension,4.0,Age Group 1,2.0,0-14
Qatar,2020,Female,I12,Hypertension,50.0,Age Group 1,25.0,0-14
Qatar,2020,Female,I15,Hypertension,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,I21,Heart Disease,24.0,Age Group 1,12.0,0-14
Qatar,2020,Female,I24,Heart Disease,6.0,Age Group 1,3.0,0-14
Qatar,2020,Female,I25,Heart Disease,28.0,Age Group 1,14.0,0-14
Qatar,2020,Female,I60,Stroke,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,I61,Stroke,6.0,Age Group 1,3.0,0-14
Qatar,2020,Female,I62,Stroke,4.0,Age Group 1,2.0,0-14
Qatar,2020,Female,I63,Stroke,2.0,Age Group 1,1.0,0-14
Qatar,2020,Female,I64,Stroke,28.0,Age Group 1,14.0,0-14
Qatar,2020,Female,I67,Stroke,8.0,Age Group 1,4.0,0-14
Qatar,2020,Female,I69,Stroke,6.0,Age Group 1,3.0,0-14
United Arab Emirates,2019,Male,C01,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Male,C02,Cancer,4.0,Age Group 1,2.0,0-14
United Arab Emirates,2019,Male,C04,Cancer,4.0,Age Group 1,2.0,0-14
United Arab Emirates,2019,Male,C05,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Male,C06,Cancer,4.0,Age Group 1,2.0,0-14
United Arab Emirates,2019,Male,C07,Cancer,6.0,Age Group 1,3.0,0-14
United Arab Emirates,2019,Male,C10,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Male,C11,Cancer,8.0,Age Group 1,4.0,0-14
United Arab Emirates,2019,Male,C15,Cancer,12.0,Age Group 1,6.0,0-14
United Arab Emirates,2019,Male,C16,Cancer,48.0,Age Group 1,24.0,0-14
United Arab Emirates,2019,Male,C17,Cancer,8.0,Age Group 1,4.0,0-14
United Arab Emirates,2019,Male,C18,Cancer,94.0,Age Group 1,47.0,0-14
United Arab Emirates,2019,Male,C19,Cancer,8.0,Age Group 1,4.0,0-14
United Arab Emirates,2019,Male,C20,Cancer,12.0,Age Group 1,6.0,0-14
United Arab Emirates,2019,Male,C22,Cancer,92.0,Age Group 1,46.0,0-14
United Arab Emirates,2019,Male,C23,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Male,C24,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Male,C25,Cancer,68.0,Age Group 1,34.0,0-14
United Arab Emirates,2019,Male,C31,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Male,C32,Cancer,12.0,Age Group 1,6.0,0-14
United Arab Emirates,2019,Male,E10,Diabetes,30.0,Age Group 1,15.0,0-14
United Arab Emirates,2019,Male,E11,Diabetes,72.0,Age Group 1,36.0,0-14
United Arab Emirates,2019,Male,E13,Diabetes,6.0,Age Group 1,3.0,0-14
United Arab Emirates,2019,Male,E14,Diabetes,24.0,Age Group 1,12.0,0-14
United Arab Emirates,2019,Male,I10,Hypertension,76.0,Age Group 1,38.0,0-14
United Arab Emirates,2019,Male,I11,Hypertension,44.0,Age Group 1,22.0,0-14
United Arab Emirates,2019,Male,I12,Hypertension,10.0,Age Group 1,5.0,0-14
United Arab Emirates,2019,Male,I13,Hypertension,12.0,Age Group 1,6.0,0-14
United Arab Emirates,2019,Male,I20,Heart Disease,6.0,Age Group 1,3.0,0-14
United Arab Emirates,2019,Male,I21,Heart Disease,360.0,Age Group 1,180.0,0-14
United Arab Emirates,2019,Male,I22,Heart Disease,8.0,Age Group 1,4.0,0-14
United Arab Emirates,2019,Male,I24,Heart Disease,64.0,Age Group 1,32.0,0-14
United Arab Emirates,2019,Male,I25,Heart Disease,284.0,Age Group 1,142.0,0-14
United Arab Emirates,2019,Male,I60,Stroke,22.0,Age Group 1,11.0,0-14
United Arab Emirates,2019,Male,I61,Stroke,160.0,Age Group 1,80.0,0-14
United Arab Emirates,2019,Male,I62,Stroke,36.0,Age Group 1,18.0,0-14
United Arab Emirates,2019,Male,I63,Stroke,78.0,Age Group 1,39.0,0-14
United Arab Emirates,2019,Male,I64,Stroke,18.0,Age Group 1,9.0,0-14
United Arab Emirates,2019,Male,I67,Stroke,58.0,Age Group 1,29.0,0-14
United Arab Emirates,2019,Male,I69,Stroke,12.0,Age Group 1,6.0,0-14
United Arab Emirates,2019,Female,C02,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,C06,Cancer,4.0,Age Group 1,2.0,0-14
United Arab Emirates,2019,Female,C09,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,C11,Cancer,6.0,Age Group 1,3.0,0-14
United Arab Emirates,2019,Female,C14,Cancer,6.0,Age Group 1,3.0,0-14
United Arab Emirates,2019,Female,C15,Cancer,10.0,Age Group 1,5.0,0-14
United Arab Emirates,2019,Female,C16,Cancer,38.0,Age Group 1,19.0,0-14
United Arab Emirates,2019,Female,C17,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,C18,Cancer,70.0,Age Group 1,35.0,0-14
United Arab Emirates,2019,Female,C19,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,C20,Cancer,8.0,Age Group 1,4.0,0-14
United Arab Emirates,2019,Female,C22,Cancer,56.0,Age Group 1,28.0,0-14
United Arab Emirates,2019,Female,C23,Cancer,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,C25,Cancer,42.0,Age Group 1,21.0,0-14
United Arab Emirates,2019,Female,E10,Diabetes,14.0,Age Group 1,7.0,0-14
United Arab Emirates,2019,Female,E11,Diabetes,58.0,Age Group 1,29.0,0-14
United Arab Emirates,2019,Female,E14,Diabetes,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,I10,Hypertension,50.0,Age Group 1,25.0,0-14
United Arab Emirates,2019,Female,I11,Hypertension,16.0,Age Group 1,8.0,0-14
United Arab Emirates,2019,Female,I12,Hypertension,6.0,Age Group 1,3.0,0-14
United Arab Emirates,2019,Female,I13,Hypertension,20.0,Age Group 1,10.0,0-14
United Arab Emirates,2019,Female,I15,Hypertension,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,I20,Heart Disease,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,I21,Heart Disease,108.0,Age Group 1,54.0,0-14
United Arab Emirates,2019,Female,I22,Heart Disease,2.0,Age Group 1,1.0,0-14
United Arab Emirates,2019,Female,I24,Heart Disease,30.0,Age Group 1,15.0,0-14
United Arab Emirates,2019,Female,I25,Heart Disease,74.0,Age Group 1,37.0,0-14
United Arab Emirates,2019,Female,I60,Stroke,18.0,Age Group 1,9.0,0-14
United Arab Emirates,2019,Female,I61,Stroke,42.0,Age Group 1,21.0,0-14
United Arab Emirates,2019,Female,I62,Stroke,16.0,Age Group 1,8.0,0-14
United Arab Emirates,2019,Female,I63,Stroke,16.0,Age Group 1,8.0,0-14
United Arab Emirates,2019,Female,I64,Stroke,8.0,Age Group 1,4.0,0-14
United Arab Emirates,2019,Female,I67,Stroke,28.0,Age Group 1,14.0,0-14
United Arab Emirates,2019,Female,I69,Stroke,12.0,Age Group 1,6.0,0-14
Qatar,2018,Male,C01,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Female,C01,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Female,C02,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,C03,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Female,C04,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Female,C08,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,C11,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Female,C11,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,C13,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2018,Male,C14,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2018,Female,C14,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2018,Male,C15,Cancer,6.0,Age Group 1,3.0,0-14
Qatar,2018,Female,C15,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2018,Male,C16,Cancer,12.0,Age Group 1,6.0,0-14
Qatar,2018,Female,C16,Cancer,8.0,Age Group 1,4.0,0-14
Qatar,2018,Male,C17,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2018,Female,C17,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,C18,Cancer,46.0,Age Group 1,23.0,0-14
Qatar,2018,Female,C18,Cancer,22.0,Age Group 1,11.0,0-14
Qatar,2018,Male,C20,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2018,Female,C20,Cancer,8.0,Age Group 1,4.0,0-14
Qatar,2018,Female,C21,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,C22,Cancer,58.0,Age Group 1,29.0,0-14
Qatar,2018,Female,C22,Cancer,24.0,Age Group 1,12.0,0-14
Qatar,2018,Male,C23,Cancer,4.0,Age Group 1,2.0,0-14
Qatar,2018,Female,C23,Cancer,8.0,Age Group 1,4.0,0-14
Qatar,2018,Male,C25,Cancer,24.0,Age Group 1,12.0,0-14
Qatar,2018,Female,C25,Cancer,16.0,Age Group 1,8.0,0-14
Qatar,2018,Male,C26,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,C32,Cancer,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,E14,Diabetes,138.0,Age Group 1,69.0,0-14
Qatar,2018,Female,E14,Diabetes,82.0,Age Group 1,41.0,0-14
Qatar,2018,Male,I11,Hypertension,54.0,Age Group 1,27.0,0-14
Qatar,2018,Female,I11,Hypertension,44.0,Age Group 1,22.0,0-14
Qatar,2018,Male,I12,Hypertension,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,I13,Hypertension,24.0,Age Group 1,12.0,0-14
Qatar,2018,Female,I13,Hypertension,22.0,Age Group 1,11.0,0-14
Qatar,2018,Male,I15,Hypertension,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,I21,Heart Disease,152.0,Age Group 1,76.0,0-14
Qatar,2018,Female,I21,Heart Disease,36.0,Age Group 1,18.0,0-14
Qatar,2018,Male,I24,Heart Disease,160.0,Age Group 1,80.0,0-14
Qatar,2018,Female,I24,Heart Disease,8.0,Age Group 1,4.0,0-14
Qatar,2018,Male,I25,Heart Disease,88.0,Age Group 1,44.0,0-14
Qatar,2018,Female,I25,Heart Disease,18.0,Age Group 1,9.0,0-14
Qatar,2018,Male,I60,Stroke,24.0,Age Group 1,12.0,0-14
Qatar,2018,Female,I60,Stroke,8.0,Age Group 1,4.0,0-14
Qatar,2018,Male,I61,Stroke,48.0,Age Group 1,24.0,0-14
Qatar,2018,Female,I61,Stroke,10.0,Age Group 1,5.0,0-14
Qatar,2018,Male,I62,Stroke,10.0,Age Group 1,5.0,0-14
Qatar,2018,Female,I62,Stroke,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,I63,Stroke,8.0,Age Group 1,4.0,0-14
Qatar,2018,Female,I63,Stroke,4.0,Age Group 1,2.0,0-14
Qatar,2018,Male,I64,Stroke,46.0,Age Group 1,23.0,0-14
Qatar,2018,Female,I64,Stroke,42.0,Age Group 1,21.0,0-14
Qatar,2018,Male,I67,Stroke,10.0,Age Group 1,5.0,0-14
Qatar,2018,Female,I67,Stroke,2.0,Age Group 1,1.0,0-14
Qatar,2018,Male,I69,Stroke,8.0,Age Group 1,4.0,0-14
Qatar,2018,Female,I69,Stroke,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C029,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C060,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C068,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C069,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,C07,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C119,Cancer,6.0,Age Group 1,3.0,0-14
Kuwait,2017,Male,C140,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C158,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Male,C159,Cancer,6.0,Age Group 1,3.0,0-14
Kuwait,2017,Female,C159,Cancer,10.0,Age Group 1,5.0,0-14
Kuwait,2017,Male,C160,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,C168,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C169,Cancer,34.0,Age Group 1,17.0,0-14
Kuwait,2017,Female,C169,Cancer,18.0,Age Group 1,9.0,0-14
Kuwait,2017,Male,C170,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Female,C170,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C179,Cancer,8.0,Age Group 1,4.0,0-14
Kuwait,2017,Female,C179,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,C188,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C189,Cancer,116.0,Age Group 1,58.0,0-14
Kuwait,2017,Female,C189,Cancer,84.0,Age Group 1,42.0,0-14
Kuwait,2017,Male,C19,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Male,C20,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,C20,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C210,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,C210,Cancer,6.0,Age Group 1,3.0,0-14
Kuwait,2017,Male,C220,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Female,C220,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Male,C221,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Male,C229,Cancer,66.0,Age Group 1,33.0,0-14
Kuwait,2017,Female,C229,Cancer,38.0,Age Group 1,19.0,0-14
Kuwait,2017,Male,C23,Cancer,16.0,Age Group 1,8.0,0-14
Kuwait,2017,Female,C23,Cancer,12.0,Age Group 1,6.0,0-14
Kuwait,2017,Male,C240,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Male,C249,Cancer,8.0,Age Group 1,4.0,0-14
Kuwait,2017,Female,C249,Cancer,8.0,Age Group 1,4.0,0-14
Kuwait,2017,Male,C252,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Female,C254,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C258,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,C258,Cancer,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,C259,Cancer,62.0,Age Group 1,31.0,0-14
Kuwait,2017,Female,C259,Cancer,40.0,Age Group 1,20.0,0-14
Kuwait,2017,Female,C269,Cancer,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Male,C329,Cancer,10.0,Age Group 1,5.0,0-14
Kuwait,2017,Female,E107,Diabetes,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,E117,Diabetes,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,E117,Diabetes,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Male,E140,Diabetes,4.0,Age Group 1,2.0,0-14
Kuwait,2017,Female,E140,Diabetes,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,E141,Diabetes,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,E142,Diabetes,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Female,E142,Diabetes,2.0,Age Group 1,1.0,0-14
Kuwait,2017,Male,E145,Diabetes,36.0,Age Group 1,18.0,0-14
Kuwait,2017,Female,E145,Diabetes,10.0,Age Group 1,5.0,0-14
